assembly_accession,nifH_present,nifH_best_evalue,nifH_best_ref,nifD_present,nifD_best_evalue,nifD_best_ref,nifK_present,nifK_best_evalue,nifK_best_ref,best_hit_ids,download_ok,nifHDK_core_call,organism_name,assembly_level,number_of_contigs,contig_n50,number_of_scaffolds,scaffold_n50,total_ungapped_length,gc_percent,coverage,annotation_name,annotation_date,checkm_completeness,checkm_contamination,genome_notes,derived_from_metagenome,annotation_fails_MAG_check,checkm_version,checkm_source,organism_full,genus,is_diazotroph
GCF_031583295.1,1.0,6.3e-51,nifH-local_aln_i2.1_12182023,1.0,1.2e-09,nifD-local_aln_i2.1_12182023,0.0,0.00064,nifK-local_aln_i2.1_12182023,H=WP_149819367.1;D=WP_310743540.1;K=WP_310743540.1,1,0,"{'infraspecific_names': {'strain': 'PKX95'}, 'organism_name': 'Thermosynechococcus sp. PKX95', 'tax_id': 3074088}",Complete Genome,1,2645596,1,2645596,2645596,53.5,453.5,GCF_031583295.1-RS_2024_11_06,,99.73,,,0,0,v1.2.3,structured,Thermosynechococcus sp. PKX95,Thermosynechococcus,False
GCF_031583255.1,1.0,6.3e-51,nifH-local_aln_i2.1_12182023,1.0,1.9e-09,nifD-local_aln_i2.1_12182023,0.0,0.00064,nifK-local_aln_i2.1_12182023,H=WP_149819367.1;D=WP_310744254.1;K=WP_310744254.1,1,0,"{'infraspecific_names': {'strain': 'PKX82'}, 'organism_name': 'Thermosynechococcus sp. PKX82', 'tax_id': 3074086}",Complete Genome,1,2658951,1,2658951,2658951,53.5,448.9,GCF_031583255.1-RS_2024_11_06,,99.73,,,0,0,v1.2.3,structured,Thermosynechococcus sp. PKX82,Thermosynechococcus,False
GCF_031583185.1,1.0,6.3e-51,nifH-local_aln_i2.1_12182023,1.0,1.2e-09,nifD-local_aln_i2.1_12182023,0.0,0.00064,nifK-local_aln_i2.1_12182023,H=WP_149819367.1;D=WP_310744967.1;K=WP_310744967.1,1,0,"{'infraspecific_names': {'strain': 'PP22'}, 'organism_name': 'Thermosynechococcus sp. PP22', 'tax_id': 3074082}",Complete Genome,1,2653500,1,2653500,2653500,53.5,542.5,GCF_031583185.1-RS_2024_11_06,,99.73,,,0,0,v1.2.3,structured,Thermosynechococcus sp. PP22,Thermosynechococcus,False
GCF_030518715.1,1.0,6.3e-51,nifH-local_aln_i2.1_12182023,1.0,1.7e-09,nifD-local_aln_i2.1_12182023,0.0,0.00078,nifK-local_aln_i2.1_12182023,H=WP_149819367.1;D=WP_149821788.1;K=WP_149821788.1,1,0,"{'infraspecific_names': {'strain': 'HY596'}, 'organism_name': 'Thermosynechococcus sp. HY596', 'tax_id': 3058430}",Complete Genome,1,2676782,1,2676782,2676782,53.5,594.5,GCF_030518715.1-RS_2024_11_06,,99.73,,,0,0,v1.2.3,structured,Thermosynechococcus sp. HY596,Thermosynechococcus,False
GCF_030323045.1,1.0,6.3e-51,nifH-local_aln_i2.1_12182023,1.0,7.5e-10,nifD-local_aln_i2.1_12182023,0.0,0.00078,nifK-local_aln_i2.1_12182023,H=WP_149819367.1;D=WP_286625481.1;K=WP_286625481.1,1,0,"{'infraspecific_names': {'strain': 'B3'}, 'organism_name': 'Thermosynechococcus sp. B3', 'tax_id': 2937793}",Complete Genome,1,2652703,1,2652703,2652703,53.5,460.0,GCF_030323045.1-RS_2024_11_06,,99.73,,,0,0,v1.2.3,structured,Thermosynechococcus sp. B3,Thermosynechococcus,False
GCF_030322985.1,1.0,6.3e-51,nifH-local_aln_i2.1_12182023,1.0,7.5e-10,nifD-local_aln_i2.1_12182023,0.0,0.00078,nifK-local_aln_i2.1_12182023,H=WP_149819367.1;D=WP_286625481.1;K=WP_286625481.1,1,0,"{'infraspecific_names': {'strain': 'B1'}, 'organism_name': 'Thermosynechococcus sp. B1', 'tax_id': 2937792}",Complete Genome,1,2649060,1,2649060,2649060,53.5,401.0,GCF_030322985.1-RS_2024_11_06,,99.73,,,0,0,v1.2.3,structured,Thermosynechococcus sp. B1,Thermosynechococcus,False
GCF_030322965.1,1.0,6.3e-51,nifH-local_aln_i2.1_12182023,1.0,1.7e-09,nifD-local_aln_i2.1_12182023,0.0,0.00078,nifK-local_aln_i2.1_12182023,H=WP_149819367.1;D=WP_149821788.1;K=WP_149821788.1,1,0,"{'infraspecific_names': {'strain': 'B0'}, 'organism_name': 'Thermosynechococcus sp. B0', 'tax_id': 2937284}",Complete Genome,1,2676747,1,2676747,2676747,53.5,417.0,GCF_030322965.1-RS_2024_11_06,,99.73,,,0,0,v1.2.3,structured,Thermosynechococcus sp. B0,Thermosynechococcus,False
GCF_017086385.1,1.0,6.3e-51,nifH-local_aln_i2.1_12182023,1.0,7.8e-09,nifD-local_aln_i2.1_12182023,0.0,0.00064,nifK-local_aln_i2.1_12182023,H=WP_149819367.1;D=WP_206201585.1;K=WP_206201585.1,1,0,"{'infraspecific_names': {'strain': 'TA-1'}, 'organism_name': 'Thermosynechococcus sp. TA-1', 'tax_id': 2813673}",Complete Genome,1,2658717,1,2658717,2658717,53.5,274.0,GCF_017086385.1-RS_2024_11_06,,99.73,,,0,0,v1.2.3,structured,Thermosynechococcus sp. TA-1,Thermosynechococcus,False
GCF_047304245.1,1.0,4.9e-52,nifH-local_aln_i2.1_12182023,0.0,0.11,nifD-local_aln_i2.1_12182023,0.0,0.0073,nifK-local_aln_i2.1_12182023,H=WP_413296591.1;D=WP_413296592.1;K=WP_413296592.1,1,0,"{'infraspecific_names': {'strain': 'MIT S9452'}, 'organism_name': 'Synechococcus sp. MIT S9452', 'tax_id': 3082546}",Complete Genome,1,2404523,1,2404523,2404523,60.0,1.0,GCF_047304245.1-RS_2025_01_29,,99.69,,,0,0,v1.2.3,structured,Synechococcus sp. MIT S9452,Synechococcus,False
GCF_014279855.1,1.0,1.1e-51,nifH-local_aln_i2.1_12182023,0.0,0.055,nifD-local_aln_i2.1_12182023,0.0,0.0042,nifK-local_aln_i2.1_12182023,H=WP_186547776.1;D=WP_186547773.1;K=WP_186547773.1,1,0,"{'infraspecific_names': {'strain': 'MINOS11'}, 'organism_name': 'Synechococcus sp. Minos11', 'tax_id': 221341}",Complete Genome,1,2284343,1,2284343,2284343,60.5,8073.59,GCF_014279855.1-RS_2025_08_18,,99.69,,,0,0,v1.2.4,structured,Synechococcus sp. Minos11,Synechococcus,False
GCF_000316685.1,1.0,9.999999999999999e-51,nifH-local_aln_i2.1_12182023,1.0,6.2e-10,nifD-local_aln_i2.1_12182023,0.0,1.2e-05,nifK-local_aln_i2.1_12182023,H=WP_015123934.1;D=WP_015124287.1;K=WP_015124287.1,1,0,"{'infraspecific_names': {'strain': 'PCC 6312'}, 'organism_name': 'Synechococcus sp. PCC 6312', 'tax_id': 195253}",Complete Genome,2,3697276,2,3697276,3720499,48.5,30.0,GCF_000316685.1-RS_2024_08_22,,99.69,,,0,0,v1.2.3,structured,Synechococcus sp. PCC 6312,Synechococcus,False
GCF_047304785.1,1.0,3.1e-52,nifH-local_aln_i2.1_12182023,0.0,0.00011,nifD-local_aln_i2.1_12182023,0.0,0.00019,nifK-local_aln_i2.1_12182023,H=WP_063397370.1;D=WP_063419828.1;K=WP_063419828.1,1,0,"{'infraspecific_names': {'strain': 'MIT 1327'}, 'organism_name': 'Prochlorococcus sp. MIT 1327', 'tax_id': 3082527}",Complete Genome,1,2588322,1,2588322,2588322,50.5,1.0,GCF_047304785.1-RS_2025_01_31,,99.64,0.56,,0,0,v1.2.3,structured,Prochlorococcus sp. MIT 1327,Prochlorococcus,False
GCF_047302755.1,1.0,8.3e-53,nifH-local_aln_i2.1_12182023,0.0,0.00021,nifD-local_aln_i2.1_12182023,0.0,0.00042,nifK-local_aln_i2.1_12182023,H=WP_036914450.1;D=WP_036914447.1;K=WP_036914447.1,1,0,"{'infraspecific_names': {'strain': 'MIT 0714'}, 'organism_name': 'Prochlorococcus sp. MIT 0714', 'tax_id': 3082540}",Complete Genome,1,2715465,1,2715465,2715465,50.5,1.0,GCF_047302755.1-RS_2025_01_29,,99.59,0.24,,0,0,v1.2.3,structured,Prochlorococcus sp. MIT 0714,Prochlorococcus,False
GCF_023650955.1,1.0,1.9999999999999998e-50,nifH-local_aln_i2.1_12182023,1.0,5.7e-10,nifD-local_aln_i2.1_12182023,0.0,0.0012,nifK-local_aln_i2.1_12182023,H=WP_250681680.1;D=WP_250682442.1;K=WP_250682442.1,1,0,"{'infraspecific_names': {'strain': 'HN-54'}, 'organism_name': 'Thermosynechococcus sp. HN-54', 'tax_id': 2933959}",Complete Genome,1,2705963,1,2705963,2705963,53.0,2708.0,GCF_023650955.1-RS_2024_11_06,,99.59,,,0,0,v1.2.3,structured,Thermosynechococcus sp. HN-54,Thermosynechococcus,False
GCF_000011345.1,1.0,6.099999999999999e-52,nifH-local_aln_i2.1_12182023,1.0,4.7e-09,nifD-local_aln_i2.1_12182023,0.0,0.0049,nifK-local_aln_i2.1_12182023,H=WP_164921031.1;D=WP_011058224.1;K=WP_011058224.1,1,0,"{'infraspecific_names': {'strain': 'BP-1'}, 'organism_name': 'Thermosynechococcus vestitus BP-1', 'tax_id': 197221}",Complete Genome,1,2593857,1,2593857,2593857,54.0,1.0,GCF_000011345.1-RS_2025_04_07,,99.59,,,0,0,v1.2.3,structured,Thermosynechococcus vestitus BP-1,Thermosynechococcus,False
GCF_038630775.1,1.0,1.8e-50,nifH-local_aln_i2.1_12182023,1.0,2.5e-13,nifD-local_aln_i2.1_12182023,0.0,0.0001,nifK-local_aln_i2.1_12182023,H=WP_015219581.1;D=WP_015219326.1;K=WP_015219326.1,1,0,"{'infraspecific_names': {'strain': 'UTEX 3222'}, 'organism_name': 'Cyanobacterium aponinum UTEX 3222', 'tax_id': 3088145}",Complete Genome,1,4417119,1,4417119,4417119,35.0,1.0,GCF_038630775.1-RS_2025_04_30,,99.58,1.57,,0,0,v1.2.3,structured,Cyanobacterium aponinum UTEX 3222,Cyanobacterium,False
GCF_035320825.1,1.0,6.8e-51,nifH-local_aln_i2.1_12182023,1.0,2.5e-13,nifD-local_aln_i2.1_12182023,0.0,0.0001,nifK-local_aln_i2.1_12182023,H=WP_324282194.1;D=WP_015219326.1;K=WP_015219326.1,1,0,"{'infraspecific_names': {'strain': 'UTEX 3221'}, 'organism_name': 'Cyanobacterium aponinum UTEX 3221', 'tax_id': 3088144}",Complete Genome,1,4280321,1,4280321,4280321,35.0,200.0,GCF_035320825.1-RS_2025_01_09,,99.58,1.47,,0,0,v1.2.3,structured,Cyanobacterium aponinum UTEX 3221,Cyanobacterium,False
GCF_045345185.1,1.0,1.8e-50,nifH-local_aln_i2.1_12182023,1.0,2.5e-13,nifD-local_aln_i2.1_12182023,0.0,0.0001,nifK-local_aln_i2.1_12182023,H=WP_015219581.1;D=WP_015219326.1;K=WP_015219326.1,1,0,"{'infraspecific_names': {'strain': 'AL20118'}, 'organism_name': 'Cyanobacterium aponinum AL20118', 'tax_id': 3133088}",Complete Genome,7,4266140,7,4266140,4306293,35.0,1.0,GCF_045345185.1-RS_2024_11_27,,99.58,1.12,,0,0,v1.2.3,structured,Cyanobacterium aponinum AL20118,Cyanobacterium,False
GCF_033798705.1,1.0,1.8e-50,nifH-local_aln_i2.1_12182023,1.0,2.5e-13,nifD-local_aln_i2.1_12182023,0.0,0.0001,nifK-local_aln_i2.1_12182023,H=WP_015219581.1;D=WP_015219326.1;K=WP_015219326.1,1,0,"{'infraspecific_names': {'strain': 'AL20115'}, 'organism_name': 'Cyanobacterium aponinum AL20115', 'tax_id': 3090662}",Complete Genome,7,4267295,7,4267295,4306969,35.0,644.7,GCF_033798705.1-RS_2024_11_26,,99.58,1.12,,0,0,v1.2.3,structured,Cyanobacterium aponinum AL20115,Cyanobacterium,False
GCF_000317675.1,1.0,1.8e-50,nifH-local_aln_i2.1_12182023,1.0,2.5e-13,nifD-local_aln_i2.1_12182023,0.0,0.0001,nifK-local_aln_i2.1_12182023,H=WP_015219581.1;D=WP_015219326.1;K=WP_015219326.1,1,0,"{'infraspecific_names': {'strain': 'PCC 10605'}, 'organism_name': 'Cyanobacterium aponinum PCC 10605', 'tax_id': 755178}",Complete Genome,2,4114099,2,4114099,4176973,35.0,30.0,GCF_000317675.1-RS_2025_08_19,,99.58,0.73,,0,0,v1.2.4,structured,Cyanobacterium aponinum PCC 10605,Cyanobacterium,False
GCF_000011485.1,1.0,6.399999999999999e-53,nifH-local_aln_i2.1_12182023,0.0,0.00031,nifD-local_aln_i2.1_12182023,0.0,0.00022,nifK-local_aln_i2.1_12182023,H=WP_011130587.1;D=WP_011130586.1;K=WP_011130586.1,1,0,"{'infraspecific_names': {'strain': 'MIT9313'}, 'organism_name': 'Prochlorococcus marinus str. MIT 9313', 'tax_id': 74547}",Complete Genome,1,2410873,1,2410873,2410873,50.5,1.0,GCF_000011485.1-RS_2025_03_11,,99.55,0.59,,0,0,v1.2.3,structured,Prochlorococcus marinus str. MIT 9313,Prochlorococcus,False
GCF_031583495.1,1.0,6.3e-51,nifH-local_aln_i2.1_12182023,1.0,1.2e-09,nifD-local_aln_i2.1_12182023,0.0,0.00064,nifK-local_aln_i2.1_12182023,H=WP_149819367.1;D=WP_310744967.1;K=WP_310744967.1,1,0,"{'infraspecific_names': {'strain': 'TG218'}, 'organism_name': 'Thermosynechococcus sp. TG218', 'tax_id': 3074096}",Complete Genome,1,2670884,1,2670884,2670884,53.5,553.5,GCF_031583495.1-RS_2024_11_06,,99.55,,,0,0,v1.2.3,structured,Thermosynechococcus sp. TG218,Thermosynechococcus,False
GCF_031583455.1,1.0,6.3e-51,nifH-local_aln_i2.1_12182023,1.0,1.2e-09,nifD-local_aln_i2.1_12182023,0.0,0.00064,nifK-local_aln_i2.1_12182023,H=WP_149819367.1;D=WP_310744967.1;K=WP_310744967.1,1,0,"{'infraspecific_names': {'strain': 'TG215'}, 'organism_name': 'Thermosynechococcus sp. TG215', 'tax_id': 3074095}",Complete Genome,1,2668121,1,2668121,2668121,53.5,494.1,GCF_031583455.1-RS_2024_11_06,,99.55,,,0,0,v1.2.3,structured,Thermosynechococcus sp. TG215,Thermosynechococcus,False
GCF_003990665.1,1.0,9.5e-51,nifH-local_aln_i2.1_12182023,1.0,5.7e-09,nifD-local_aln_i2.1_12182023,0.0,0.0051,nifK-local_aln_i2.1_12182023,H=WP_126987953.1;D=WP_126985702.1;K=WP_126985702.1,1,0,"{'infraspecific_names': {'strain': 'NIES-2134'}, 'organism_name': 'Thermostichus vulcanus NIES-2134', 'tax_id': 2005468}",Complete Genome,1,2571271,1,2571271,2571271,54.0,218.0,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,99.55,,,0,0,v1.2.2,structured,Thermostichus vulcanus NIES-2134,Thermostichus,False
GCF_018845095.1,1.0,1.5e-51,nifH-local_aln_i2.1_12182023,1.0,1.3e-10,nifD-local_aln_i2.1_12182023,0.0,0.00091,nifK-local_aln_i2.1_12182023,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1,1,0,"{'infraspecific_names': {'strain': 'PCC 6803'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}",Complete Genome,7,3571181,7,3571181,3947544,47.5,1200.0,GCF_018845095.1-RS_2024_08_24,,99.54,1.11,,0,0,v1.2.3,structured,Synechocystis sp. PCC 6803,Synechocystis,False
GCF_000340785.1,1.0,1.5e-51,nifH-local_aln_i2.1_12182023,1.0,1.3e-10,nifD-local_aln_i2.1_12182023,0.0,0.00091,nifK-local_aln_i2.1_12182023,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1,1,0,"{'infraspecific_names': {'strain': 'PCC 6803'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}",Complete Genome,8,3569561,8,3569561,3949306,47.5,,GCF_000340785.1-RS_2024_08_13,,99.54,1.11,,0,0,v1.2.3,structured,Synechocystis sp. PCC 6803,Synechocystis,False
GCF_001318385.1,1.0,1.5e-51,nifH-local_aln_i2.1_12182023,1.0,1.3e-10,nifD-local_aln_i2.1_12182023,0.0,0.00091,nifK-local_aln_i2.1_12182023,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1,1,0,"{'infraspecific_names': {'strain': 'PCC 6803 substr. GT-G'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}",Complete Genome,1,3569196,1,3569196,3569196,47.5,,GCF_001318385.1-RS_2025_08_25,,99.54,0.57,,0,0,v1.2.4,structured,Synechocystis sp. PCC 6803,Synechocystis,False
GCF_000284455.1,1.0,1.5e-51,nifH-local_aln_i2.1_12182023,1.0,1.3e-10,nifD-local_aln_i2.1_12182023,0.0,0.00091,nifK-local_aln_i2.1_12182023,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1,1,0,"{'infraspecific_names': {'strain': 'PCC 6803 substr. PCC-P'}, 'organism_name': 'Synechocystis sp. PCC 6803 substr. PCC-P', 'tax_id': 1080230}",Complete Genome,1,3570114,1,3570114,3570114,47.5,70.0,GCF_000284455.1-RS_2024_08_13,,99.54,0.57,,0,0,v1.2.3,structured,Synechocystis sp. PCC 6803 substr. PCC-P,Synechocystis,False
GCF_000284215.1,1.0,1.5e-51,nifH-local_aln_i2.1_12182023,1.0,1.3e-10,nifD-local_aln_i2.1_12182023,0.0,0.00091,nifK-local_aln_i2.1_12182023,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1,1,0,"{'infraspecific_names': {'strain': 'PCC 6803 substr. PCC-N'}, 'organism_name': 'Synechocystis sp. PCC 6803 substr. PCC-N', 'tax_id': 1080229}",Complete Genome,1,3570103,1,3570103,3570103,47.5,70.0,GCF_000284215.1-RS_2024_08_13,,99.54,0.57,,0,0,v1.2.3,structured,Synechocystis sp. PCC 6803 substr. PCC-N,Synechocystis,False
GCF_000284135.1,1.0,1.5e-51,nifH-local_aln_i2.1_12182023,1.0,1.3e-10,nifD-local_aln_i2.1_12182023,0.0,0.00091,nifK-local_aln_i2.1_12182023,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1,1,0,"{'infraspecific_names': {'strain': 'PCC 6803 substr. GT-I'}, 'organism_name': 'Synechocystis sp. PCC 6803 substr. GT-I', 'tax_id': 1080228}",Complete Genome,1,3570004,1,3570004,3570004,47.5,70.0,GCF_000284135.1-RS_2024_08_13,,99.54,0.57,,0,0,v1.2.3,structured,Synechocystis sp. PCC 6803 substr. GT-I,Synechocystis,False
GCF_000270265.1,1.0,1.5e-51,nifH-local_aln_i2.1_12182023,1.0,1.3e-10,nifD-local_aln_i2.1_12182023,0.0,0.00091,nifK-local_aln_i2.1_12182023,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1,1,0,"{'infraspecific_names': {'strain': 'GT-S'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}",Complete Genome,1,3571103,1,3571103,3571103,47.5,20.0,GCF_000270265.1-RS_2024_08_13,,99.54,0.57,,0,0,v1.2.3,structured,Synechocystis sp. PCC 6803,Synechocystis,False
GCF_047303165.1,1.0,3.1e-52,nifH-local_aln_i2.1_12182023,0.0,0.00011,nifD-local_aln_i2.1_12182023,0.0,0.00019,nifK-local_aln_i2.1_12182023,H=WP_063397370.1;D=WP_063419828.1;K=WP_063419828.1,1,0,"{'infraspecific_names': {'strain': 'MIT 1312'}, 'organism_name': 'Prochlorococcus sp. MIT 1312', 'tax_id': 3082537}",Complete Genome,1,2619436,1,2619436,2619436,50.5,1.0,GCF_047303165.1-RS_2025_01_29,,99.54,0.56,,0,0,v1.2.3,structured,Prochlorococcus sp. MIT 1312,Prochlorococcus,False
GCF_047304175.1,1.0,4.9e-52,nifH-local_aln_i2.1_12182023,0.0,0.00099,nifD-local_aln_i2.1_12182023,0.0,8.8e-05,nifK-local_aln_i2.1_12182023,H=WP_413326836.1;D=WP_413326834.1;K=WP_413326834.1,1,0,"{'infraspecific_names': {'strain': 'MIT S9503'}, 'organism_name': 'Synechococcus sp. MIT S9503', 'tax_id': 3082547}",Complete Genome,1,2634970,1,2634970,2634970,57.0,1.0,GCF_047304175.1-RS_2025_01_29,,99.53,0.71,,0,0,v1.2.3,structured,Synechococcus sp. MIT S9503,Synechococcus,False
GCF_047304545.1,1.0,1.6e-51,nifH-local_aln_i2.1_12182023,0.0,3.2e-05,nifD-local_aln_i2.1_12182023,1.0,5.1e-06,nifK-local_aln_i2.1_12182023,H=WP_413401545.1;D=WP_413401547.1;K=WP_413401547.1,1,0,"{'infraspecific_names': {'strain': 'MIT S9501'}, 'organism_name': 'Synechococcus sp. MIT S9501', 'tax_id': 3082545}",Complete Genome,1,2798325,1,2798325,2798325,56.0,1.0,GCF_047304545.1-RS_2025_01_31,,99.53,0.59,,0,0,v1.2.3,structured,Synechococcus sp. MIT S9501,Synechococcus,False
GCF_047304065.1,1.0,1.6e-51,nifH-local_aln_i2.1_12182023,0.0,3.2e-05,nifD-local_aln_i2.1_12182023,1.0,5.1e-06,nifK-local_aln_i2.1_12182023,H=WP_413401545.1;D=WP_413401547.1;K=WP_413401547.1,1,0,"{'infraspecific_names': {'strain': 'MIT S9510'}, 'organism_name': 'Synechococcus sp. MIT S9510', 'tax_id': 3082548}",Complete Genome,1,2793565,1,2793565,2793565,56.0,1.0,GCF_047304065.1-RS_2025_01_29,,99.53,0.59,,0,0,v1.2.3,structured,Synechococcus sp. MIT S9510,Synechococcus,False
GCF_047303035.1,1.0,1.6e-51,nifH-local_aln_i2.1_12182023,0.0,3.2e-05,nifD-local_aln_i2.1_12182023,1.0,5.1e-06,nifK-local_aln_i2.1_12182023,H=WP_413401545.1;D=WP_413401547.1;K=WP_413401547.1,1,0,"{'infraspecific_names': {'strain': 'MIT S9509'}, 'organism_name': 'Synechococcus sp. MIT S9509', 'tax_id': 1801630}",Complete Genome,1,2793560,1,2793560,2793560,56.0,1.0,GCF_047303035.1-RS_2025_01_29,,99.53,0.59,,0,0,v1.2.3,structured,Synechococcus sp. MIT S9509,Synechococcus,False
GCF_047303025.1,1.0,2.7e-51,nifH-local_aln_i2.1_12182023,0.0,0.0018,nifD-local_aln_i2.1_12182023,1.0,9.5e-06,nifK-local_aln_i2.1_12182023,H=WP_413442486.1;D=WP_413442487.1;K=WP_413442487.1,1,0,"{'infraspecific_names': {'strain': 'MIT S1220'}, 'organism_name': 'Synechococcus sp. MIT S1220', 'tax_id': 3082549}",Complete Genome,1,3301540,1,3301540,3301540,53.5,1.0,GCF_047303025.1-RS_2025_01_29,,99.53,0.59,,0,0,v1.2.3,structured,Synechococcus sp. MIT S1220,Synechococcus,False
GCF_014279955.1,1.0,2.6e-52,nifH-local_aln_i2.1_12182023,0.0,0.0014,nifD-local_aln_i2.1_12182023,0.0,0.0003,nifK-local_aln_i2.1_12182023,H=WP_186472759.1;D=WP_186472760.1;K=WP_186472760.1,1,0,"{'infraspecific_names': {'strain': 'BMK-MC-1'}, 'organism_name': 'Synechococcus sp. BMK-MC-1', 'tax_id': 1442551}",Complete Genome,1,2601150,1,2601150,2601150,60.5,4647.74,GCF_014279955.1-RS_2024_08_17,,99.53,0.35,,0,0,v1.2.3,structured,Synechococcus sp. BMK-MC-1,Synechococcus,False
GCF_000179235.2,1.0,7.3e-51,nifH-local_aln_i2.1_12182023,0.0,0.2,nifD-local_aln_i2.1_12182023,0.0,0.014,nifK-local_aln_i2.1_12182023,H=WP_010306883.1;D=WP_010306875.1;K=WP_010306875.1,1,0,"{'infraspecific_names': {'strain': 'CB0101'}, 'organism_name': 'Synechococcus sp. CB0101', 'tax_id': 232348}",Complete Genome,1,2789647,1,2789647,2789647,64.0,40.0,GCF_000179235.2-RS_2024_08_23,,99.53,0.35,,0,0,v1.2.3,structured,Synechococcus sp. CB0101,Synechococcus,False
GCF_963920465.1,1.0,1e-51,nifH-local_aln_i2.1_12182023,0.0,0.085,nifD-local_aln_i2.1_12182023,0.0,0.0068,nifK-local_aln_i2.1_12182023,H=WP_322773245.1;D=WP_322773248.1;K=WP_322773248.1,1,0,"{'infraspecific_names': {'isolate': 'KAC_114'}, 'organism_name': 'Synechococcus sp. CBW1107', 'tax_id': 2789857}",Complete Genome,1,2816659,1,2816659,2816659,63.0,40.0,GCF_963920465.1-RS_2025_02_19,,99.53,0.24,,0,0,v1.2.3,structured,Synechococcus sp. CBW1107,Synechococcus,False
GCF_015841355.1,1.0,7.299999999999999e-52,nifH-local_aln_i2.1_12182023,0.0,0.0038,nifD-local_aln_i2.1_12182023,0.0,0.0009,nifK-local_aln_i2.1_12182023,H=WP_231594731.1;D=WP_197164226.1;K=WP_197164226.1,1,0,"{'infraspecific_names': {'strain': 'CBW1107'}, 'organism_name': 'Synechococcus sp. CBW1107', 'tax_id': 2789857}",Complete Genome,1,3202093,1,3202093,3202093,66.5,10.0,GCF_015841355.1-RS_2024_08_17,,99.53,0.24,,0,0,v1.2.3,structured,Synechococcus sp. CBW1107,Synechococcus,False
GCF_014280095.1,1.0,9.8e-51,nifH-local_aln_i2.1_12182023,0.0,0.0001,nifD-local_aln_i2.1_12182023,1.0,6.5e-06,nifK-local_aln_i2.1_12182023,H=WP_186470595.1;D=WP_186470596.1;K=WP_186470596.1,1,0,"{'infraspecific_names': {'strain': 'A15-60'}, 'organism_name': 'Synechococcus sp. A15-60', 'tax_id': 1050655}",Complete Genome,1,2543402,1,2543402,2543402,58.0,4021.37,GCF_014280095.1-RS_2024_08_16,,99.53,0.24,,0,0,v1.2.3,structured,Synechococcus sp. A15-60,Synechococcus,False
GCF_014279775.1,1.0,1.7e-51,nifH-local_aln_i2.1_12182023,0.0,9.5e-05,nifD-local_aln_i2.1_12182023,0.0,1.6e-05,nifK-local_aln_i2.1_12182023,H=WP_186515957.1;D=WP_186515956.1;K=WP_186515956.1,1,0,"{'infraspecific_names': {'strain': 'PROS-9-1'}, 'organism_name': 'Synechococcus sp. PROS-9-1', 'tax_id': 1968775}",Complete Genome,1,2273940,1,2273940,2273940,54.0,805.47,GCF_014279775.1-RS_2024_08_17,,99.53,0.24,,0,0,v1.2.3,structured,Synechococcus sp. PROS-9-1,Synechococcus,False
GCF_963920505.1,1.0,3.3e-51,nifH-local_aln_i2.1_12182023,0.0,0.0037,nifD-local_aln_i2.1_12182023,0.0,0.0007,nifK-local_aln_i2.1_12182023,H=WP_006171069.1;D=WP_322775159.1;K=WP_322775159.1,1,0,"{'infraspecific_names': {'isolate': 'KAC_106'}, 'organism_name': 'Synechococcus sp. CBW1107', 'tax_id': 2789857}",Complete Genome,1,3085273,1,3085273,3085273,66.0,40.0,GCF_963920505.1-RS_2025_02_19,,99.53,0.12,,0,0,v1.2.3,structured,Synechococcus sp. CBW1107,Synechococcus,False
GCF_000014585.1,1.0,1.8e-52,nifH-local_aln_i2.1_12182023,0.0,0.0002,nifD-local_aln_i2.1_12182023,0.0,4.3e-05,nifK-local_aln_i2.1_12182023,H=WP_011619890.1;D=WP_011619889.1;K=WP_011619889.1,1,0,"{'infraspecific_names': {'strain': 'CC9311'}, 'organism_name': 'Synechococcus sp. CC9311', 'tax_id': 64471}",Complete Genome,1,2606748,1,2606748,2606748,52.5,,GCF_000014585.1-RS_2024_08_13,,99.53,0.12,,0,0,v1.2.3,structured,Synechococcus sp. CC9311,Synechococcus,False
GCF_047304705.1,1.0,8e-52,nifH-local_aln_i2.1_12182023,0.0,0.00049,nifD-local_aln_i2.1_12182023,0.0,1.7e-05,nifK-local_aln_i2.1_12182023,H=WP_067092925.1;D=WP_186988801.1;K=WP_186988801.1,1,0,"{'infraspecific_names': {'strain': 'MIT S9220'}, 'organism_name': 'Synechococcus sp. MIT S9220', 'tax_id': 166309}",Complete Genome,1,2424801,1,2424801,2424801,56.5,1.0,GCF_047304705.1-RS_2025_01_31,,99.53,,,0,0,v1.2.3,structured,Synechococcus sp. MIT S9220,Synechococcus,False
